dataset,method,flip,shortlist_n,square_size,full_top1,full_top5,opp_top1
ReunionGreen,MegaDescriptor,True,10,512,0.6300000000000004,0.8400000000000006,0.6000000000000004
ReunionGreen,MD→XFeat N=10 sq512,True,10,512,0.7150000000000005,0.8650000000000007,0.7150000000000005
ReunionGreen,MD→LoMa N=10 sq512,True,10,512,0.7000000000000005,0.8650000000000007,0.6950000000000005
